PIB Municipal - preços de mercado (preços de 2010)
Sigla,Código,Município,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
SE,2803609,Laranjeiras,706818.239658999,809421.922664887,770985.892817339,738006.944973658,773401.594612507,833343.304381149,850256.052480733,710460.187947272,712380,783600.472101156,687109.981686758,734074.014295475,769292.128762371,745397.018154021,635290.007275924,566954.483503412,480705.86278671,453470.516938556,351920.12382569,542433.337755623,
SE,2803708,Macambira,37992.5239595257,37323.6444272326,27351.7737391433,27663.3773910012,28864.2888825606,30355.9887293497,33015.1893181669,34189.1312774852,35420,39122.5542466357,38510.1322968158,40444.0843914377,36926.0634906914,41306.6288569776,39183.3687388457,43550.220816537,37473.3805825809,44130.3241227743,45839.2534106609,41795.5906426981,
SE,2803807,Malhada dos Bois,20863.8935140805,21675.8220941749,22615.0386638747,23049.3227102885,25440.6308660458,29232.600663708,29157.2693786055,27444.1153996037,28117,27961.9586809378,28204.1582328846,31698.4499182179,33065.782406192,31755.6024907416,34240.2477788825,30392.1429997884,24929.1589661119,24247.4617086186,24822.5594254313,24628.7525806528,
SE,2803906,Malhador,70425.4247757611,71593.4544471811,69283.7007763094,65428.6209695472,70073.4419297064,70453.8526449229,82484.1426445171,77966.1383640212,82186,77557.3225972961,84261.815000213,83127.6812946659,79389.8931004994,78214.5872814832,77959.462881144,85573.7056356416,73846.4113954337,93029.793303659,90809.3636737882,80859.4250287249,
SE,2804003,Maruim,112972.6367532,109724.992297183,118604.36851107,118783.041669778,137557.214875074,156152.486506748,197683.511115246,164312.31654803,170273,191570.067288916,184607.791680616,178014.593295114,182270.478128153,196466.402270816,182629.034193793,167332.101073291,184961.242000694,189984.242383814,183380.760723177,209322.923800244,
SE,2804102,Moita Bonita,57940.83689132,62262.4759032484,54895.8038350828,54398.9936422322,57439.3074334876,58758.3671058174,71899.9615771391,67040.3185599043,70937,68236.6697036502,83728.9833120944,88959.9605926896,83551.1477532151,97593.0142241652,92007.8989255979,91161.1310434791,75409.9738675859,115501.748605158,117181.288175819,96380.7673961757,
SE,2804201,Monte Alegre de Sergipe,43892.9709957279,45138.3733215704,46563.1167537138,54606.4450624073,62550.8856203943,65485.1249904652,66835.1553028716,75129.7838331519,75411,70277.8705304976,72673.7948680798,81231.8524081306,81693.6687219196,78159.0381226073,79221.2528695124,87011.1015706991,81126.6393556569,88928.1487555669,100644.349005047,102208.85640242,
SE,2804300,Muribeca,40344.2287679492,42673.4165376472,47193.0819211538,44523.5445384969,46734.7761290388,50462.8725328834,49359.2302518625,58118.1620482364,63427,58160.8371282489,60868.5367764249,85855.6700701294,80268.4703547778,53626.8836619916,52402.0303716424,50283.1571611253,53273.5600062282,52421.8266701984,48082.0332388441,45121.5925785804,
SE,2804409,Neópolis,140437.692837771,142165.984092575,161298.430393363,145515.516395838,134387.703864607,157555.757148583,162779.872984495,163356.022703907,151248,140686.835822376,151666.306448552,162523.372112312,164577.215790733,165539.922410704,150936.472987705,165992.612055904,148059.996450058,146173.059919029,146963.82115539,154497.341292804,
SE,2804458,Nossa Senhora Aparecida,35327.0476381966,36149.7605709986,36317.6448895951,35614.6926725571,39814.5015986275,52355.8978144639,66677.7729332036,59239.2593666304,68091,66512.1273497149,72253.0032299509,83519.0987567621,99701.1828732125,107519.85465292,82641.8519732241,82881.2653996887,48815.3573468669,54952.4851694596,56854.2047879947,51302.121088206,
SE,2804508,Nossa Senhora da Glória,146609.497662438,149087.05119742,162984.522907549,184138.475459521,199290.647932361,226539.419404138,241214.379917713,256656.473808786,299772,304289.405215084,293108.744518661,340109.952003752,380196.745565753,357448.550485355,322187.193842446,339245.022057114,327303.987358759,345402.858609536,369139.92349003,369146.536263352,
SE,2804607,Nossa Senhora das Dores,110646.947063583,109030.651336481,112860.107949628,115386.671776881,132234.807821664,137794.053080378,134844.577416014,157173.723951989,158683,179785.386802843,191149.73322543,196655.452145474,211324.017305109,172829.20648098,174149.221838579,176219.601524877,172045.747497579,192647.501994493,205856.580878978,194068.595202242,
SE,2804706,Nossa Senhora de Lourdes,25182.7489897452,25016.0328302399,25898.7093056846,27356.4644783983,30921.9267806688,31983.2107431095,33535.4157561776,35202.8894909266,33649,32902.0154988756,33760.8315518357,38237.9855654358,38506.1747238269,39741.6513192631,38566.7473870638,39494.4267520153,34961.7253604608,39129.1271196828,40333.6247171466,42556.4865241701,
SE,2804805,Nossa Senhora do Socorro,1150564.93933449,1122807.06629472,1184240.86839262,1275179.26401044,1484034.78066766,1524836.3973087,1558872.2377561,1624306.29511209,1976864,1949526.81413551,1910739.56519865,1934162.33977444,1887377.95211264,1625520.63455264,1550526.10826081,1589627.11791655,1503060.80293481,1533700.4142814,1459281.3181638,1509046.99033304,
SE,2804904,Pacatuba,106925.088601221,110417.136972272,117875.896917691,130209.036263564,152945.511429579,131269.141648497,128371.602503114,161706.903727817,171500,131810.243352843,115802.371973628,133347.655471142,136236.275797348,120176.833371614,112889.920568194,109986.795556908,102041.483435401,106850.087954265,108500.938671398,110466.677349193,
SE,2805000,Pedra Mole,13354.4225881768,13908.8320236143,14498.4213211158,14166.1654707803,16200.5544435003,17042.3712153849,25161.8226850166,22391.587833147,23698,21515.235309669,19876.4180286939,22839.049800527,22160.6543205518,20637.5412105364,19226.9135080292,22324.612983697,17684.0672412179,24027.7708841934,27402.0200842924,22412.3515713098,
SE,2805109,Pedrinhas,38361.9390265316,38834.970334173,36846.0562599771,41992.7957270463,46484.4052307544,44306.4911743531,43211.594226259,47009.1068023317,46813,45910.8625595298,44343.9123042909,53005.2435561486,50894.0402411208,53098.8237566278,49969.1673221739,51475.1738837699,47671.0872829772,50922.7598682381,47544.2937929809,46184.0459689058,
SE,2805208,Pinhão,22136.5655124525,26026.2725942808,24667.3086693803,25853.8531388933,27978.9620285287,29631.8371466614,42775.3303394262,40164.3414531811,44582,38956.3777885477,34237.2155811809,42464.0212537596,48853.6164918898,42663.8113929711,38107.4532937613,43194.6963217441,31739.1469768452,43102.1036401704,48934.2895735538,42747.410705472,
SE,2805307,Pirambu,41069.8537689958,44552.0333322324,52296.29891579,55166.7441318178,59948.3767919262,61575.3235844339,64101.0806614933,53162.1312528986,53808,68296.6778690708,62061.6350186808,77272.3306421691,69473.994316276,65794.8926241605,64841.6683213239,71463.4830445424,64404.1337546165,70278.5890514198,67327.72272916,64382.9949474754,
SE,2805406,Poço Redondo,97630.0428106496,91751.125331358,95321.9617535115,111181.057082767,126925.136880561,132245.391828828,135727.274429685,142321.895066727,150492,152584.14701893,150049.850765495,169373.177698997,171753.369887812,173418.301881898,167842.809433164,182231.086269877,173054.743055451,177794.491908354,192396.735632474,194306.200112469,
SE,2805505,Poço Verde,95283.5661026319,91944.6898603998,98594.9727776867,105480.880488185,115815.018192557,125642.234172371,120630.739777817,119646.238087139,139432,119101.437119292,120147.131164066,147141.143190298,147713.843806851,168603.355653899,135186.61876889,173272.60330298,139076.83228421,139649.759480214,178307.328895376,150452.922938771,
SE,2805604,Porto da Folha,105955.479248753,100624.933453992,108148.926286538,121086.665691199,137341.115893133,140419.378325382,146523.149054945,151607.26976182,158290,145866.925301996,151148.014308905,157524.048267164,159223.132069866,160611.134696614,158644.874269085,163879.658388917,152485.405289779,159747.255896749,164553.019850255,171109.612295224,
SE,2805703,Propriá,253647.396967982,249930.339400489,251087.81106981,230463.959423099,245853.283123101,266657.156863406,265336.29891221,268898.552940302,302299,298609.863158655,287198.845698597,303946.001649058,309878.844969969,287864.656592188,267561.647176569,296820.118875558,299522.937291755,288714.197871089,278971.730990652,258750.813622125,
SE,2805802,Riachão do Dantas,99675.3357213464,106982.097983185,91337.2906726704,105747.705871033,124051.789652826,106612.287095341,113609.400814657,127687.997091519,115121,105888.562296207,106923.839462618,122960.772574539,114237.173465619,128162.19640805,126402.302042426,154619.499731945,155952.766112855,170127.225949003,162397.840363596,153534.784662378,
SE,2805901,Riachuelo,99348.775119803,112592.423831549,120826.302294389,117608.052280368,135835.85937875,128649.130950045,128645.37147559,104546.119757087,115348,126490.750288937,142839.089990972,161005.436100768,149720.334261626,116476.985073643,99236.7058222586,105144.686559841,100491.97545738,115619.179250439,91518.6098123948,103818.407935742,
SE,2806008,Ribeirópolis,87597.4150190481,91220.5933091535,87263.3928127291,90069.528938499,99631.3518285881,102725.670224618,102505.539004184,122411.033214707,133435,135502.130330031,134907.338665752,151364.79218678,142624.587318802,176946.016366563,175805.59874136,203418.143253884,180782.372412201,174934.016237897,161726.061840942,158454.466683748,
SE,2806107,Rosário do Catete,192954.934083385,214430.789268861,243403.090589025,256589.669563451,303706.899496213,322093.208410648,803714.636023935,731064.959164642,616807,465699.368563576,503259.957061797,522345.012039558,484669.244711571,464956.060880746,337600.190100565,281260.873902928,230900.112881939,176388.695379679,184901.629303136,218912.079135948,
SE,2806206,Salgado,104398.124644966,107827.627981953,98508.4734884568,99542.2212818028,116138.934952827,102950.031673486,107090.03136217,113793.546283763,120685,109092.075127126,111409.717799989,119095.127354364,118070.898058805,116496.873044105,118811.261820799,107099.765322084,101818.36834106,104374.492628389,100565.719782836,101539.45474964,
SE,2806305,Santa Luzia do Itanhy,68274.4680043928,74105.896957525,72746.0057787644,75174.5425739313,94481.3457166151,86071.4127879458,125243.868901824,132537.773015288,125724,109976.503165172,115851.977491944,116305.084591008,128233.18206799,116483.842994492,104222.964901482,94181.5594536298,92593.3497553618,91194.1669011088,88051.5360544739,89949.0965649355,
SE,2806404,Santana do São Francisco,25368.8594855119,27377.9307017096,29632.0495352467,29984.5387177718,32875.9082978375,36112.6108833914,41321.9597780269,42379.4302553852,40625,37240.1442575168,37796.8391541337,39343.0238883051,38819.6888573855,39136.0969083069,41087.1554432668,50321.0960917229,40122.0671224851,46333.9747964205,47711.0510696176,49842.4146947317,
SE,2806503,Santa Rosa de Lima,18394.2714846595,22565.9055532772,24052.9666875431,22858.6519827154,25389.1111767098,25175.2044656495,29269.2008303851,33486.548045068,29224,28914.7037073089,27923.6304741319,33312.6491673913,32053.6850150333,30847.6137703498,26799.5565905601,25381.7564879744,25344.9377508415,26550.5632158282,25790.9125983057,25713.612720862,
SE,2806602,Santo Amaro das Brotas,71873.7301718845,69114.2043230659,75852.1655075983,66006.9349021626,85503.2217829515,80586.6450679715,84047.2292992326,86985.8758801915,85352,89421.3985022331,104119.417142649,97956.1977093246,101777.015277528,80636.8049253079,68333.9528291007,76569.3288010857,73603.3857677396,76042.8043142797,73144.7020341162,78267.2441515383,
SE,2806701,São Cristóvão,365810.865499408,356361.877368014,384195.612374885,382291.172439801,432998.580905755,463456.226939717,481866.372938422,532195.956222167,577308,587390.388821405,614452.436902264,622072.930659631,576506.017754504,583735.249983358,569149.754688039,556834.579725642,528427.312006992,531014.635531261,505577.98312708,481623.752607331,
SE,2806800,São Domingos,46561.9181526097,67141.0689866987,61426.9212716489,56505.607787075,62198.4830239971,63510.0640695957,65666.457140503,58671.1210737499,65072,67602.4295552811,67276.2013147628,73946.8733422456,71539.4991961916,69585.9512694217,62935.3440804757,62038.7183822366,59671.2828557648,59182.2358760401,60208.8756980561,63124.9493029557,
SE,2806909,São Francisco,14051.068866989,13955.858178519,13957.9811795438,13666.6701607545,15878.6853763451,16582.0636440124,17222.0884870623,19780.7538460165,17427,21770.9624146155,20227.9329946919,22186.6873636999,21819.8460153657,22348.5924623321,21971.2591539226,24063.6846088284,23359.154850816,22463.5272647566,22113.281392986,26157.0796456463,
SE,2807006,São Miguel do Aleixo,16681.8064368574,18135.6860928688,17396.5886991879,18595.9763169892,20613.900263078,21008.7708335508,27488.9974109609,26697.0785984688,27827,22023.9199119272,22702.2220375925,24085.6985060247,24110.3433911293,25413.3972896968,24753.0334621154,25091.707244374,21374.5431586348,22206.1912095476,23505.3880251618,23266.6089106311,
SE,2807105,Simão Dias,190585.97768347,202185.353035658,205119.844968358,197543.410831558,217135.914874363,240840.951509254,276323.269148461,273685.443327835,290973,333896.510831093,370513.87951302,364666.624366608,357068.254672898,354151.947933298,303259.075248706,341464.449497069,307525.800491917,358774.219836316,380109.4915579,368968.21587886,
SE,2807204,Siriri,80867.4173885228,97575.1619253276,116039.557571991,130514.456088654,158554.18732761,154818.350534206,178794.140823382,113795.71475053,136887,164951.368310856,178577.300134991,174941.3297665,174241.565587796,105079.120622803,65616.2513156918,74310.1266758271,83256.4808205324,84927.6406483866,70804.8230321952,82501.6530722945,
SE,2807303,Telha,14405.5576313467,15468.8958228448,16546.6812211181,15470.1127423394,18443.7901263044,18463.4903295913,20013.6426050452,19545.4752018274,17964,19053.0541223321,18883.4523948164,21662.4107223962,19976.382910041,19854.3666495942,19965.3366083112,20552.4977738517,18430.7122419648,21169.542690201,21089.5183655329,20596.0044088511,
SE,2807402,Tobias Barreto,210052.146533005,202519.976048043,208031.5895283,219318.1503247,236063.741932352,246596.121940291,258925.291205743,265095.062231476,284139,284511.637094979,292320.187830948,319556.557423962,318836.497025974,329948.973673428,309183.588421844,333573.151932785,324423.401665682,328633.312968117,320995.092415997,306128.019022345,
SE,2807501,Tomar do Geru,60448.1612756293,64018.6735027132,55936.4841627105,61398.0729439163,73423.6254840612,68446.0058193364,69563.4553517844,84368.5364927609,82571,73922.674177894,73839.5245485063,72400.297028597,71574.9078512759,72366.1523815579,73172.4004114466,70852.7886455695,71112.8122868171,70012.2630903519,73623.3376350956,68604.3332641328,
SE,2807600,Umbaúba,111167.819363456,113713.413670479,113570.663102466,118807.681929016,133310.446196055,131850.258646643,143788.313465859,157745.11494502,167657,169746.482329239,163468.143469978,189020.424942755,190401.928232193,192673.2862493,200698.831091071,198513.006678566,199421.559650452,197945.365890926,185274.194611065,187455.336335485,
SP,3500105,Adamantina,533915.071063983,557223.894223471,520152.478513767,547080.101108835,602922.516895166,647631.652943499,606326.523877926,629509.155078861,639091,631183.424742858,636048.797988433,648845.248615857,636536.22868768,726320.33972869,621681.199417463,636899.185487583,627129.096274346,669261.40782838,656352.419138779,639930.241380387,
SP,3500204,Adolfo,51782.7444317427,48905.169661524,54768.0846791103,50023.8459093666,61404.0602725987,70178.6100133985,68431.9342553957,71539.8871008476,61059,63159.9789090623,45500.2340415884,58497.0214847064,56689.2567899126,50549.048785014,58208.5481009216,61751.7287298135,53994.4384344002,63206.3424860998,72168.9608806313,53911.5738350947,
SP,3500303,Aguaí,459365.14620504,464200.058843692,592850.32902945,537213.258115492,622362.52049917,759989.80273581,612035.643425318,516302.179055495,549175,529643.146433287,485954.473309964,525764.345885269,568054.414394078,459521.844400093,568174.706315931,584735.603588938,569565.987538337,588122.450630375,603417.538064647,613728.815042263,
SP,3500402,Águas da Prata,66493.055482744,61231.0508913903,63394.7379916574,54713.1591051608,60759.1608807455,71583.1868262364,70006.5363527126,87131.1631535617,96964,82405.0591607405,86527.4187591635,88636.1660661181,96965.1265876386,93965.8598871922,86679.7068128244,94597.6638537316,97657.6524741529,96881.9679641686,98681.7847271617,97564.5906817052,
SP,3500501,Águas de Lindóia,217509.646113415,203343.519879069,191610.170404292,199503.430537419,215645.664447879,209165.192157059,205658.238435989,215738.59015417,233684,247038.845796139,239009.650457258,279878.601113822,274953.370491538,322507.443760308,279354.213337344,291117.040921222,287217.056471603,298181.692478672,259837.916635295,273364.215811991,
SP,3500550,Águas de Santa Bárbara,85129.7858229576,73082.6776283866,75466.9404014675,70110.1335742235,79146.1248287801,79161.3112740744,75764.5299191482,115453.507593687,132255,128447.016481651,81757.5915928113,90795.3266192263,93588.7637892908,83002.1018260868,96786.0800178005,92085.1275789993,97697.4735408594,98095.0433859947,105780.578668037,101435.356724138,
SP,3500600,Águas de São Pedro,71805.5862905058,64910.0574159966,64985.5970677483,66542.4743228709,64770.5202928834,64538.4155380558,64372.4388026996,67516.2970151993,69352,65943.434582036,70031.8733839733,77017.750179017,88356.397320276,85938.6635335775,76136.8773423896,81268.2489310588,79590.0146639239,82046.9376897471,71997.4541878879,69019.7917515623,
SP,3500709,Agudos,956911.206560316,1026562.63698681,919078.96079548,1087131.68550178,1193563.79899495,1235841.15077761,1101681.84915259,1274348.28596505,1736271,1608797.68126937,1649416.83944231,1511899.27231152,1554183.9831303,1814210.15458083,1226117.93566056,1252627.83578352,1289509.79185062,1206233.54159847,1218326.0245431,1231728.44997384,
SP,3500758,Alambari,41317.483732582,44452.2197273318,47838.3673914686,51613.4504536708,51267.5051515445,60639.2255057563,55238.5018953599,61374.1148984659,61603,56670.7882207266,51747.9635467351,55978.266027396,52600.2948079939,58054.3573620289,58388.0788031379,62935.7905153973,57672.0310655297,59217.0717612431,64012.6302866549,60400.195155623,
SP,3500808,Alfredo Marcondes,28351.2817949564,29128.6034522978,29347.7075572766,29878.5079279744,31134.4328694935,31908.1033790839,34797.2497292443,37297.6283875778,36694,35986.4352014975,45579.7739244054,52290.0315674808,54340.4826693228,49163.7487735401,49435.0159042724,49479.7085179876,48650.8026447415,48894.4123588391,58648.956363442,56182.5912972796,
SP,3500907,Altair,78394.2884283791,74818.7073648033,71424.7525087437,72737.8784137508,80247.969633542,88462.8233101164,68726.2895394753,80155.2055650247,74902,80077.6655449638,79225.99962358,76961.2651387552,72226.2795687635,58783.354348265,129167.582363843,129863.123680595,62524.3451645009,50955.3482769764,58973.4997974027,52410.3215928775,
SP,3501004,Altinópolis,264367.778328367,195705.361358368,222969.410240184,268628.438492105,307387.513360977,293996.11206744,287071.115639973,229522.449156823,255322,243463.282339613,240028.274117851,267434.389849372,289183.961433843,261493.207759902,290914.59491504,321233.820715061,291069.159071535,301397.269430553,345315.269159915,389035.327628995,
SP,3501103,Alto Alegre,67527.9571981642,64651.4768383602,66361.7138351433,57502.3084309032,72334.285078965,75488.5254813399,66536.675309888,79340.9462941214,59056,61865.6489410659,68552.2605100645,58148.5644757671,67549.3863763832,54094.5938638853,63926.8864393595,68057.5461460621,62181.7668700406,68281.1443434105,61602.0377560334,53022.3059490799,
SP,3501152,Alumínio,1065749.92809021,1188930.04117375,1630641.94200183,1669547.37692352,1903247.51016776,2003396.71743218,1763595.32032774,1638540.11096884,1566535,1588156.71876975,1419635.52592694,1219491.33459088,1127777.46731895,1237646.91822123,1186153.64008628,1137831.36289602,1232622.47004078,1295962.9157137,1207015.02622845,1858972.73646166,
SP,3501202,Álvares Florence,65521.6299733041,71190.640013444,93667.8959971512,107943.371610107,71806.3561147972,79756.856905396,84413.3172853254,99063.1515374365,92978,88540.6632743668,95644.5709186246,77698.7529179487,63835.1659941063,60327.072331348,59903.6224342149,64664.4595305261,70082.1493838254,56883.62932176,59210.9706027397,58047.9532251092,
SP,3501301,Álvares Machado,209565.534248655,205041.27363564,202631.487192931,209542.132506419,225586.377929997,227634.898189942,227484.944835314,223654.57808608,236566,251492.374872897,268678.882015579,286260.615099465,295235.153051681,287983.298622873,301675.652518204,319882.705251201,310853.787581521,307875.620340074,326593.598580043,331375.291261249,
SP,3501400,Álvaro de Carvalho,27199.7888810981,23552.3624913674,24852.2510264279,27387.7028035517,28247.2421585687,30213.4452246034,31940.1680072975,30966.7896621398,30121,37653.7389976469,32187.1392466379,29003.0792645957,29289.5968775177,32362.5284858676,30654.7088074102,31131.95214644,29188.8418958629,28457.5469961329,28198.3388515227,27348.3718478038,
SP,3501509,Alvinlândia,22182.256298375,21455.1162038645,23690.3341603948,25464.7528070204,26363.5733037307,36430.3876067133,25323.47869525,26285.0699127921,31246,27371.1090521805,29567.4547190179,31171.7865850721,30379.1507016732,29081.6991517631,28912.6900502158,39441.1898655317,30384.05950098,28464.8512946432,30377.2654187153,27263.8797284501,
SP,3501608,Americana,5917861.51189751,6346640.43805473,6660624.98987539,6383725.69409989,6451473.567121,6985232.8471475,6842555.08814935,6680409.66326717,7236090,7954783.96044267,7490505.10819343,8023375.37910641,7601968.99327757,6777048.81727018,6620075.38001479,6721434.11751676,6641053.5768741,6664574.56191011,6309525.94571218,7103537.22650714,
SP,3501707,Américo Brasiliense,300906.595914497,285639.156087953,301372.452536061,362518.146905544,387867.047448143,371349.167545509,381637.642997467,400707.721121972,459375,463562.154672056,460870.331125646,518003.619578868,514896.433268507,520915.323423442,525129.841519168,600430.082491602,487779.958166335,535028.628497229,570539.441209282,574380.228209795,
SP,3501806,Américo de Campos,45077.274419073,43695.3737102308,48413.2558073687,45403.1802168932,44742.8961232474,48547.9372452591,45903.4316157553,54591.1508521669,56280,57671.5397794342,53943.4353659974,55401.4821655671,63430.9171818943,58103.048600056,64056.9351812476,63763.1039697173,68901.5718767621,57403.3582542237,57551.3135298841,59192.0978910527,
SP,3501905,Amparo,1604766.64298163,1668199.45502104,1739862.66054436,1876112.93159171,1909048.92652739,2168344.48991135,2256698.48472914,2441619.85145624,2465216,2640443.28994064,2577869.64148229,2600818.67404357,2528630.90872967,2220274.5059639,2586369.41247276,2573513.31497608,2714472.11331124,2381630.58236291,2422848.66274131,2405063.97613582,
SP,3502002,Analândia,106839.379670296,93993.4430273983,89395.8788361826,92939.4330099444,115623.036185709,108895.613232663,121513.450753832,113832.578685564,98188,100257.949974659,94766.2111374082,98758.9217322009,99833.2276494642,88329.3347414972,93007.0538937629,98161.4756569565,106755.595008743,99799.1924153596,104974.233355693,97242.493652125,
SP,3502101,Andradina,1201735.80794392,1144630.73554278,1127587.91977324,1055235.48556474,1188900.44062339,1173834.44903132,1316427.17385312,1368251.57083107,1422126,1598514.12812136,1592489.37556934,1617315.47315515,1554064.4789194,1806743.93615265,1396919.5125677,1209302.18895939,1105312.76296834,1296924.27377148,1389355.13711135,1328199.77798413,
SP,3502200,Angatuba,300242.570170593,313796.395197163,335151.254044527,338408.627056182,359059.561842021,410512.936937345,384379.956584895,506033.404681695,541194,631512.084848855,534291.629838695,532350.81980538,572677.456923518,510588.666209198,611832.386159836,604223.975551353,549561.757557544,597230.349003604,696445.406773184,688144.899057516,
SP,3502309,Anhembi,76340.7202250343,89334.4019101259,93941.6231717677,88086.7015297487,101425.413902154,121504.748934833,106900.554219468,117869.179571813,92814,82285.0428298992,87932.6233555982,84716.4224975241,80997.2985052623,68085.4381876866,84606.5395518953,95566.9423386746,105299.783658268,83066.1682664922,82233.5013237162,79150.9103500822,
SP,3502408,Anhumas,39621.74784618,34713.642876599,30942.6153718718,35002.6116596371,39211.9261374248,42095.0613973407,52333.3815679076,43994.9379965914,40678,34015.397768065,45357.4043595405,55718.1166166125,46420.7468154749,40448.0171666978,44353.599209033,52032.0194780238,42739.1310505931,42871.1754334216,43717.3198367492,49304.6526975196,
SP,3502507,Aparecida,405629.683474799,376667.536940786,378722.906268084,403839.876032362,426726.805396146,457493.577826296,489983.197353552,501667.196846905,496062,545632.091308985,570464.315901757,605176.74354581,637716.517190489,688772.537288984,648369.738789338,641101.839928611,633911.560900738,642491.715657243,514135.903238527,485977.664194134,
SP,3502606,Aparecida d'Oeste,45202.0155269373,45723.2813127065,38706.5721376994,37473.6168326054,45762.5044947842,36458.1108331232,40583.7869794122,47929.6209448041,54977,55596.1804584243,52059.2809375459,51170.6730935592,59270.4002094928,59890.9085653592,65682.2272627961,82215.4983595259,60677.9359979482,70052.7176667166,81935.343534793,70739.9766124362,
SP,3502705,Apiaí,308581.489104547,307004.582581182,265533.298998281,258836.242682251,254744.239994066,329129.264298123,286119.341096565,328009.872767696,423373,426882.394359313,418229.256527686,520555.788721968,565636.298323949,480605.836257892,402687.365071209,398557.644700449,347461.059963235,345967.537071294,377474.62104446,419058.972051471,
SP,3502754,Araçariguama,441670.801860166,442398.841995342,483531.580019554,474430.405479241,654230.856011186,876521.371390615,1105044.59924265,956874.993216841,1056801,1105513.81389902,1118891.8079254,1092968.82222406,1116746.19589958,1093297.28544148,1408981.69197386,1739416.74701614,1913992.54400075,1939205.28851016,1759067.10138579,2247445.56130712,
SP,3502804,Araçatuba,2920190.94228723,2832497.2072455,2833849.88003437,2998734.86566869,3206168.21446654,3469009.61912828,3538673.24382563,3780472.43409751,4132001,4256564.73699896,4638163.00226327,4848636.87344447,4542769.63300304,4421803.57107946,4192810.13590441,4263747.74573666,4302350.61712305,4427623.02948632,4331265.37530678,4209648.52852007,
SP,3502903,Araçoiaba da Serra,195898.367910044,200885.326788978,196985.288005257,212860.185787846,232750.330635407,234090.857208949,227646.137761163,262211.001431739,315643,342886.657213653,354233.00629468,372344.612022484,383152.630584975,423281.161674184,380772.566102789,400996.750786928,504312.142492675,479592.935887857,538817.563319458,562915.441185898,
SP,3503000,Aramina,84153.6052498128,78049.8081634547,68677.8719625717,75595.5702376229,102333.513259089,86550.2472305833,87164.5830618393,97927.9591850588,73152,76471.6364044546,80717.5862432892,91862.1778726228,81667.8499109207,76729.1616256157,69699.1474268729,91911.3428001333,81771.3892739489,83235.2908704615,82191.2842916563,70150.3990061176,
SP,3503109,Arandu,50106.4410449955,49996.3622820553,53983.8239416528,48424.9491248593,50658.533343691,56406.2012002142,54679.0191657526,68448.7377248887,69890,65811.4166181106,56835.9502443555,56785.7634339563,60168.1571519419,56027.8417511847,84864.7338833513,75545.5895931882,68856.4803747562,78207.6860189096,96253.2499579148,90942.4624764523,
SP,3503158,Arapeí,15452.3916500548,14794.0866515708,14975.8773085042,17104.5070351643,20170.0654747703,16775.536426859,18063.0287861653,22295.091062028,22643,19158.2992124545,20449.4472919996,17964.6294951129,17456.466956544,16679.1492965625,17510.2701151057,18263.3116550564,17956.3730650197,19065.3428501181,20993.4746175966,21271.474556391,
SP,3503208,Araraquara,4209301.12179659,4321868.11238641,3899976.4117178,4265524.70684841,4576443.1064157,4585184.58069375,4841125.55485363,4851299.27167209,5474437,5646823.75823683,5925745.21736275,5991880.56375737,5855025.45563071,5717944.43938913,5717659.54744364,5684541.11523014,5512375.80301573,5635565.77693619,5622184.11418982,5579858.16169267,
SP,3503307,Araras,2735502.1687739,2744574.2343817,2524418.13071179,2731358.76080062,2969733.88992557,3164264.89551119,3116800.09752013,3201130.75766671,3211625,3389083.92807026,3452837.43156692,3350419.70989947,3224656.62868017,3130904.89746668,3181227.58308772,3293342.10740395,3256142.85801775,3335438.24295857,3387361.66883697,3240840.88168319,
SP,3503356,Arco-Íris,33567.6854658973,28645.6087750538,37258.6644372137,36633.1739821987,32961.5166888694,38359.1832418729,37187.5970772564,41063.1709279864,29668,29021.7952025212,30376.5378281033,26231.3344720279,25543.6562417279,29464.3711351306,33657.2487847595,29503.637721924,30368.2481950818,24239.5955409922,44337.3824951292,28986.8654330595,
SP,3503406,Arealva,75690.2719642698,77992.7397048807,72171.2363525074,70141.7760974415,78807.7920395483,131974.152510175,151359.946773235,166664.018756538,124566,111394.542274189,111126.624238565,110970.032760078,100698.526658086,94017.2942935588,110640.394525582,130331.853048945,120731.032610958,121499.701420348,129057.994720075,106003.999663995,
SP,3503505,Areias,30112.8039782156,59936.7160050063,21296.8374009327,26260.5368057884,27657.1118217048,25509.6892930545,24545.4771489652,26788.154202671,23169,23421.6485649562,25386.9068995577,27764.3861985716,26954.1010025845,25353.0475862267,25197.7367209622,26690.0376753533,25234.8442134765,25989.8178378835,29823.1668729288,27127.5719999901,
SP,3503604,Areiópolis,90214.2711464511,82295.3814464136,74173.1258340742,84225.9756667522,97542.5943838005,90453.9114048367,79411.3799521599,89269.2713855473,70980,74941.8897875003,88647.6270333946,89636.1899479372,82440.2011999463,77349.8034624394,80219.7734535707,83715.9218728341,83777.0827073277,79725.8563708199,77242.920421333,76117.5965845575,
SP,3503703,Ariranha,267879.534405419,261233.93709539,200415.628062688,287239.856325902,380906.702796674,323636.546907537,323082.635456449,344414.32385793,439155,451537.4415243,452553.709399698,375876.915948718,421815.931215738,400567.727822691,414442.502569684,471203.965694104,331816.065578959,492826.077312058,531841.726484457,530718.342024689,
