ano,id_municipio_nascimento,total_observations,non_null_semana_gestacao,non_null_pre_natal_agr,gestacao_under_38,pre_natal_above_0
2016,2705101,227,216,227,28,223
2013,4202602,22,0,22,0,22
2013,4205902,533,532,533,88,528
2013,4108403,2304,2301,2304,580,2300
2016,2101103,116,116,116,19,116
2016,2110005,1059,1052,1059,59,1015
2016,2100055,1665,1665,1665,266,1660
2016,2112308,480,479,480,45,479
2016,2100600,677,677,677,46,677
2016,2107357,163,144,163,35,159
2016,1500131,101,100,101,10,100
2018,2614808,142,130,142,24,138
2018,2208304,431,431,431,73,430
2018,2208809,96,96,96,12,96
2018,2310308,338,338,338,30,338
2018,2601003,20,20,20,5,19
2018,2307106,22,22,22,5,22
2018,2501807,756,755,756,117,722
2012,2106300,228,142,228,34,224
2012,2112852,27,1,27,0,27
2012,2112803,1257,1115,1257,245,1134
2012,2104073,90,90,90,9,85
2012,2103554,56,50,56,12,47
2015,2110005,1171,1167,1171,69,1135
2015,2110104,463,455,463,62,455
2015,2102002,325,277,325,47,307
2015,2105104,293,253,293,53,263
2015,2103703,906,897,906,129,870
2015,2100873,45,35,45,7,42
2015,1502400,5827,5552,5827,744,5768
2015,2102200,271,252,271,44,264
2015,2108405,25,23,25,7,24
2015,2111805,24,23,24,6,23
2015,1709500,2372,2275,2372,501,2348
2010,2906808,239,1,238,0,221
2010,2914653,406,0,406,0,396
2010,2916401,1289,0,1288,0,1267
2010,2920502,350,2,348,0,343
2010,2924207,61,0,61,0,61
2010,2925006,240,0,240,0,230
2010,2927903,101,0,100,0,95
2010,2930758,103,0,103,0,101
2010,3133303,571,0,571,0,564
2010,3156601,145,0,145,0,144
2010,2926301,619,30,615,4,604
2010,2918357,283,0,283,0,278
2010,1100288,1396,0,1396,0,1394
2010,2921906,500,0,500,0,499
2010,2932101,293,0,293,0,292
2010,5219803,141,0,139,0,139
2010,2922409,136,0,135,0,134
2010,2930501,1408,0,1407,0,1396
2010,2903904,1159,0,1141,0,1107
2010,3549805,7925,0,7923,0,7900
2010,2902807,847,0,844,0,833
2008,1600204,149,0,149,0,131
2008,1301654,193,0,193,0,154
2008,1300607,1090,0,1088,0,982
2008,2705002,284,0,266,0,250
2008,1200302,847,0,833,0,619
2008,1600535,144,0,144,0,139
2008,1600154,51,0,51,0,45
2008,1505304,1634,0,1585,0,1532
2008,1302108,94,0,94,0,74
2008,1303106,685,0,682,0,630
2008,2701357,73,0,73,0,67
2008,1100049,1553,0,1551,0,1544
2008,1100114,1108,0,1104,0,1097
2008,2613909,2384,0,2380,0,2371
2017,3300506,186,185,186,26,183
2017,3304110,159,159,159,21,158
2017,3304755,28,19,28,10,24
2020,2111300,21653,21491,21653,5833,21319
2020,2107803,123,123,123,21,123
2020,2101103,61,60,61,11,61
2020,2111532,46,45,46,10,45
2020,2105708,851,850,851,124,850
2020,2105963,127,118,127,24,127
2020,2101731,48,45,48,11,46
2020,1502939,565,547,565,97,561
2020,1500602,2412,2387,2412,392,2228
2020,2201150,253,253,253,78,253
2017,3120904,1646,1644,1646,184,1636
2018,2106706,280,277,280,47,279
2018,2112233,106,103,106,11,106
2018,2112902,430,429,424,57,417
2018,2110500,602,543,602,117,576
2018,2106607,200,200,200,49,197
2018,1503804,735,734,735,125,735
2018,2107605,219,218,215,214,213
2015,3139409,3094,2973,3094,581,3081
2015,3516200,5619,5606,5616,1425,5576
2015,3135050,150,138,149,31,147
2015,3114303,349,349,349,50,349
2015,3104700,37,27,37,3,35
2015,3147105,1160,1148,1160,150,1152
2015,3151909,90,90,90,17,90
2015,3104908,267,267,267,50,267
2015,3111606,239,239,239,36,236
2015,3205309,11548,11512,11548,1702,11488
2015,4105805,2470,2463,2470,219,2434
2017,3134202,1394,1392,1394,247,1385
2017,3106705,6312,6296,6312,1377,6240
2017,3127107,898,898,898,169,890
2017,3131802,140,136,140,17,138
2017,3141504,135,117,135,24,133
2017,3105905,271,271,271,34,271
2017,3165305,60,53,60,12,60
2017,3106507,41,36,41,8,41
2017,3132503,493,492,493,79,490
2017,3105400,224,224,224,23,216
2017,3146503,72,72,72,10,72
2017,3113701,175,175,175,29,167
2017,3118809,233,231,233,26,217
2017,3100302,60,60,60,6,59
2017,3170701,2229,2225,2229,580,2217
2017,4307005,2085,2085,2085,448,2072
2011,2407807,140,57,140,8,139
2011,3300233,494,152,494,39,483
2011,2402402,48,38,48,8,46
2011,2407203,276,135,276,22,276
2011,3160702,318,13,318,2,312
2017,4103701,1162,1159,1162,91,1156
2017,2609907,2346,2333,2346,348,2335
2017,4117602,1021,1019,1021,155,1018
2017,4216701,100,100,100,17,99
2017,4122602,67,64,67,7,67
2017,4102000,391,391,391,80,390
2017,4105607,15,15,15,4,15
2012,1100155,1125,796,1125,143,1101
2021,2933307,8993,8907,8993,2556,8987
2021,2910727,1921,1848,1921,296,1881
2021,2919702,73,71,73,17,69
2021,2920304,21,21,21,3,21
2021,2933158,102,101,102,14,100
2021,2933505,231,228,231,28,226
2021,2913903,1136,1134,1136,133,1128
2021,2913705,187,177,187,34,180
2021,2914109,16,16,16,2,16
2021,2929701,85,76,85,12,68
2021,2925808,364,333,364,39,362
2021,2932457,22,20,22,1,21
2021,2919900,33,33,30,1,30
2018,1303007,271,265,271,71,264
2018,1301100,206,204,206,26,194
2017,1301951,244,244,244,18,216
2017,2610004,5767,5632,5767,983,5619
2017,2708303,164,151,164,14,160
2017,2701308,48,48,48,13,48
2017,1300144,260,258,260,43,257
2017,1400100,9534,9534,9534,2043,9213
2021,5210208,634,634,634,66,630
2021,5220405,196,196,196,55,196
2021,5220686,75,73,75,13,73
2018,2311801,1228,1226,1228,157,1226
2018,2313005,65,63,65,11,64
2018,2311264,15,14,15,5,13
2018,2305233,909,896,909,107,899
2018,2313351,110,110,110,23,107
2018,2516904,20,19,20,2,20
2018,5211008,59,59,59,6,57
2018,4104808,7236,7230,7236,1512,7222
2009,1300102,238,0,238,0,234
2009,2704401,154,0,153,0,152
2009,1302009,205,0,205,0,197
2009,1200427,246,0,246,0,148
2009,1200336,366,0,364,0,318
2009,2607901,4912,0,4912,0,4766
2009,2701209,47,0,46,0,45
2009,2602100,572,0,572,0,562
2009,3549805,7766,0,7766,0,7729
2009,2600500,577,0,562,0,534
2016,4312401,1673,1669,1673,297,1671
2016,4304200,282,281,282,50,278
2016,4313607,27,26,27,1,27
2016,4300901,38,38,38,4,38
2016,4309506,82,82,82,17,82
2016,4304630,1166,1164,1166,93,1151
2015,3304607,45,41,45,8,45
2015,3305000,202,144,202,16,193
2015,2404200,38,38,38,7,38
2015,2410603,26,25,26,4,24
2015,2506301,2895,2892,2895,362,2828
2015,3306156,94,94,94,21,94
2015,5106257,264,260,264,64,259
2015,3513009,3538,3453,3538,291,3497
2021,2302701,183,183,183,23,183
2021,2313955,59,53,59,9,52
2021,2300705,18,18,18,5,16
2021,2313203,228,228,185,7,185
2012,1300409,296,285,296,62,275
2012,2705705,100,0,69,0,69
2012,2705101,126,99,126,25,124
2012,2709301,1618,0,1618,0,1567
2012,3528502,605,434,605,65,593
2012,2603702,190,148,190,21,180
2008,2100204,331,0,331,0,316
2008,2112209,2382,0,2380,0,2303
2008,2112803,1176,0,1176,0,1159
2008,5212105,64,0,64,0,64
2008,2106409,146,0,146,0,145
2008,2111003,243,0,243,0,242
2008,2104073,180,0,180,0,180
2008,5214838,179,0,177,0,177
2008,2100600,840,0,839,0,791
2008,5214002,192,0,190,0,190
2008,2205706,206,0,206,0,205
2008,2103125,41,0,40,0,38
2008,5220009,24,0,24,0,24
2008,1501709,3956,0,3938,0,3738
2008,2107407,257,0,254,0,248
2008,5209903,206,0,205,0,202
2008,2928109,851,0,850,0,844
2019,2602902,1167,1165,1167,142,1137
2019,2207801,647,647,647,104,647
2019,3304003,380,378,380,57,380
2019,2205201,27,27,27,6,26
2019,2611309,79,63,79,7,79
2019,2609808,97,97,97,9,96
2019,2911105,189,185,189,34,188
2019,2600500,262,257,262,46,259
2019,2613404,23,21,23,6,22
2019,2910800,13510,13449,13510,3113,13379
2018,3520103,199,199,199,46,194
2018,3508108,169,169,169,25,167
2018,3549409,654,654,654,128,650
2018,3506359,803,802,803,139,782
2018,3521804,190,190,190,30,185
2018,3125101,874,571,874,93,688
2018,3541208,31,28,31,4,31
2018,3512100,36,36,36,1,36
2018,3133105,250,250,250,54,249
2018,3104908,270,270,270,67,270
2018,3168606,3702,3621,3702,871,3580
2018,3508801,185,182,185,19,183
2016,5218508,636,636,636,127,635
2016,3202405,1287,1287,1287,190,1274
2016,5205455,44,44,44,3,44
2016,5208103,54,54,54,7,54
2016,5100300,171,171,171,19,167
2016,5210109,298,297,298,37,295
2016,3202454,268,268,268,42,266
2016,3203502,110,108,110,19,108
2016,2922003,672,672,672,112,669
2016,5211800,291,291,291,64,290
2016,5214002,104,96,104,12,102
2016,5212105,40,40,40,3,40
2016,5215652,29,29,29,5,29
2010,3201308,4444,3,4443,0,4364
2010,2304350,24,0,24,0,24
2010,2306256,72,0,72,0,72
2010,2307254,157,0,157,0,157
2010,3151206,1215,0,1214,0,1199
2010,3131307,6131,0,6097,0,6060
2010,3301009,7685,0,7678,0,7608
2010,5212501,1094,0,1094,0,1057
2010,3132701,536,0,536,0,533
2010,3554102,3532,0,3506,0,3447
2010,3124203,222,0,222,0,222
2019,3500105,640,640,640,111,638
2019,3520442,338,336,338,69,332
2019,3526407,591,591,591,80,591
2019,3546306,304,304,304,67,301
2019,3518404,1589,1589,1589,397,1586
2019,3504206,150,150,150,9,150
2019,3554102,3744,3744,3744,1016,3719
2019,3530508,1064,1054,1064,197,1056
2019,3532900,70,69,70,14,69
2019,5008305,2037,2037,2037,328,2036
2019,3109501,158,158,158,31,158
2019,3304201,2229,2228,2229,535,2224
2019,4115200,9175,9151,9175,2342,9123
2019,3548609,207,207,207,36,205
2019,4124103,2435,2353,2435,562,2399
2012,3107307,801,729,801,113,787
2012,3108602,1252,1171,1252,221,1252
2012,3101706,1015,985,1015,193,998
2012,3171006,162,158,162,19,162
2012,3132404,2157,2151,2157,511,2142
2012,3103405,619,518,619,145,596
2012,3112307,693,647,693,148,685
2012,3157807,1543,1520,1543,399,1525
2012,3107406,839,839,839,163,833
2012,3143104,791,789,791,180,790
2012,5002803,78,75,78,31,77
2012,5102637,472,470,472,110,467
2012,3134905,334,264,334,46,315
2012,3524402,3249,2026,3249,539,3207
2012,3136009,225,0,225,0,223
2020,1503754,646,633,646,167,622
2020,1503077,250,249,250,45,248
2020,1505437,690,682,690,102,690
2020,2512309,502,494,502,63,498
2020,2615409,189,187,189,26,186
2020,3513009,3449,3449,3449,650,3430
2020,1507755,44,42,44,6,44
2020,2923001,166,147,166,36,157
2011,2903409,376,316,376,60,357
2011,2908002,21,1,21,0,16
2011,2933208,77,66,77,14,72
2011,2921906,427,306,427,55,421
2011,2929305,51,33,51,6,47
2011,2906824,164,151,164,18,156
2011,2906808,276,244,276,31,259
2011,2933000,306,297,306,50,305
2011,3507506,2923,102,2923,39,2898
2011,2904308,129,111,129,25,127
2011,2931053,82,77,82,20,80
2011,2312403,321,196,321,33,313
2011,2201101,76,67,76,19,76
2011,2921807,36,36,36,7,36
2011,3510609,4718,1800,4718,449,4542
2010,2110278,114,0,114,0,95
2010,2101301,204,5,204,1,200
2010,2112456,158,0,158,0,150
2010,5209937,50,0,50,0,49
2010,5212303,49,0,49,0,38
2010,5217401,174,0,174,0,171
2010,2112100,238,0,238,0,231
2010,5208608,1036,0,1036,0,1030
2010,5201504,56,0,56,0,56
2010,5219506,18,0,18,0,18
2010,5211701,69,0,69,0,68
2010,5003256,334,0,334,0,329
2010,5222203,24,0,24,0,24
2020,3301207,408,402,408,39,406
2020,3302106,232,232,232,45,231
2020,3510500,2037,2035,2037,620,2021
2020,3115300,804,804,804,160,796
2020,3205069,664,664,664,82,661
2021,2511400,497,497,497,38,496
2021,2605004,108,105,108,21,107
2021,2516607,16,16,16,6,15
2021,2613503,333,333,333,50,329
2021,2508901,1985,1982,1985,236,1984
2022,3528502,26,25,26,13,23
2022,3505708,4788,4783,4788,1129,4760
2022,3520509,3344,3338,3344,799,3324
2022,3551702,1978,1973,1978,412,1952
2022,3507001,742,742,742,140,742
2022,3556404,428,427,428,68,426
2022,3518701,2641,2630,2641,539,2592
2022,3512209,246,243,246,41,242
2022,3512001,166,166,166,26,166
2022,3519907,77,77,77,19,77
2022,3538600,41,41,41,5,40
2020,3513405,1025,1017,1025,161,1019
2020,3524709,789,789,789,105,789
2020,3548906,3503,3501,3503,690,3497
2020,3522505,4548,4544,4548,1094,4525
2020,3554003,1946,1946,1946,353,1942
2020,3527306,418,416,418,58,417
2020,3549409,580,580,580,169,578
2020,3557204,145,145,145,26,145
2020,3547502,201,201,201,42,199
2020,3125101,859,858,859,184,858
2020,1720903,29,29,29,8,28
2020,3505203,306,301,306,58,305
2020,3514106,199,188,199,23,198
2021,3518800,16507,16505,16507,3156,16224
2021,3525300,2573,2573,2573,848,2562
2021,3519709,634,626,634,100,619
2021,3515202,61,61,61,11,61
2021,3517703,113,113,113,23,112
2021,3537602,578,578,578,80,567
2021,3500709,380,380,380,40,374
2021,3503901,1749,1749,1749,355,1744
2021,3551504,26,26,26,10,24
2011,5103304,279,277,279,33,277
2011,3123908,132,2,132,0,132
2011,3137601,452,256,452,36,435
2011,3138401,714,185,714,34,701
2011,3154002,276,149,276,28,275
2011,3143005,97,67,97,11,94
2011,3124104,127,1,127,1,124
2011,3505500,1718,0,1718,0,1702
2011,3155603,410,163,410,20,409
2011,3112000,46,30,46,6,46
2011,3109501,199,116,199,23,198
2011,3118007,669,167,669,29,662
2011,3143500,47,0,47,0,47
2011,3109402,331,0,331,0,329
2011,5108055,94,92,94,18,94
2011,5108006,124,109,124,18,124
2011,5003801,270,114,270,10,270
2011,5002803,77,20,77,2,77
2011,5007307,18,4,18,1,18
2011,3110905,161,37,161,4,142
2011,3100104,78,53,78,9,78
2011,3144607,192,126,192,28,187
2011,5006259,52,22,52,6,50
2019,4100400,28,23,28,4,19
2019,4113205,631,521,631,98,626
2019,4120358,154,153,154,22,154
2019,4119400,18,16,18,6,15
2019,4107504,115,113,115,20,112
2019,4112751,67,65,67,12,65
2019,4117107,117,110,117,24,115
2019,4122503,132,115,132,12,128
2019,4205902,728,721,728,80,721
2019,4202800,734,697,734,110,702
2018,1506161,247,247,247,24,247
2018,2502508,16,13,16,3,15
2018,1502954,359,291,359,55,355
2017,2411502,303,291,303,25,298
2017,2403103,771,771,771,157,769
2017,2918407,6140,6132,6140,824,6064
2017,5007695,501,501,501,79,494
2017,4313805,204,204,204,48,203
2017,5003306,673,673,673,140,668
2008,4111407,179,0,178,0,177
2008,4119608,704,0,704,0,703
2008,4128401,115,0,115,0,115
2008,4116703,133,0,133,0,132
2008,4121802,108,0,108,0,107
2008,4124103,814,0,814,0,804
2008,4103305,85,0,85,0,85
2008,4104402,219,0,219,0,218
2008,4107801,37,0,37,0,37
2008,4111605,34,0,32,0,32
2008,4100459,50,0,50,0,50
2008,5106299,171,0,171,0,171
2013,3111101,189,183,189,46,187
2013,3155801,175,175,175,15,175
2013,3167103,345,315,345,74,333
2013,3132701,563,470,563,89,547
2013,3172004,597,590,597,110,592
2013,3100302,170,156,170,27,166
2013,3169604,148,92,148,19,144
2013,5000906,165,165,165,35,160
2013,3171006,160,155,160,18,160
2013,3138401,608,593,608,118,597
2013,5000856,66,66,66,17,66
2016,2509701,859,859,859,132,857
2016,2615300,308,303,308,36,300
2016,2600302,281,262,281,33,275
2016,2605905,30,25,30,6,26
2016,2609303,48,47,48,8,47
2016,2611903,46,46,46,9,43
2016,2503001,80,74,80,15,79
2016,2600054,647,646,647,112,620
2016,2402006,1031,1025,1031,194,1026
2016,2607653,93,86,93,11,90
2017,2112001,49,47,49,14,48
2017,2608701,37,35,37,6,34
2017,2605004,116,115,116,26,114
2017,2606408,135,133,135,34,134
2017,2112506,373,366,373,81,361
2017,2608305,91,90,91,13,90
2017,2506905,1027,986,1027,92,1003
2017,2609709,19,18,19,5,18
2017,2312304,648,641,648,83,644
2017,2907202,433,433,433,85,427
2019,2931350,3786,3725,3786,757,3714
2019,2900801,76,74,76,16,72
2019,2911808,148,148,148,14,144
2019,2922052,126,126,126,28,126
2019,2923902,52,51,52,15,50
2019,2909604,110,109,110,20,106
2019,2910602,598,598,598,76,592
2019,2904308,85,82,85,18,78
2019,2924652,43,43,43,7,41
2019,2930758,86,78,86,13,86
2019,2921609,35,35,35,3,35
2019,2929701,119,111,119,22,118
2019,3124104,268,221,268,32,248
2017,1500701,777,740,777,57,747
2017,1501907,182,181,182,38,181
2017,1505700,117,116,117,30,112
2017,1501758,65,59,65,3,63
2017,1502707,853,812,853,159,836
2017,5100250,1415,1415,1415,221,1410
2017,5103353,786,786,786,144,782
2017,2104057,485,478,485,71,483
2017,2516508,66,65,65,0,65
2020,1302900,1403,1398,1403,335,1321
2020,1200435,96,96,96,25,92
2020,2703304,31,31,31,5,31
2020,2607505,71,65,71,19,71
2018,4213807,69,68,69,11,66
2018,4312708,347,347,347,60,347
2018,4306908,255,255,255,25,249
2018,4216909,338,338,338,38,335
2018,4106506,217,217,217,26,216
2018,4218004,262,260,262,31,259
2017,2105476,85,43,85,16,80
2017,2108900,185,176,185,19,183
2017,2107407,390,305,390,41,297
2017,2106805,140,127,140,31,136
2017,2111904,70,70,70,11,68
2017,2314003,605,568,605,97,601
2021,1300409,496,496,496,107,449
2021,1301605,669,669,669,138,645
2021,1600105,100,96,100,19,94
2022,2615409,126,125,126,19,125
2022,2612604,170,169,170,18,164
2022,2200202,87,87,87,19,85
2022,2205102,66,66,66,20,66
2022,2210508,54,53,54,11,54
2022,2613206,111,110,111,17,110
2022,2612208,2255,2253,2255,724,2246
2022,2205201,73,73,73,3,73
2022,2605301,40,38,40,16,39
2022,2610905,500,493,500,77,485
2022,2610707,121,120,120,17,117
2017,1716604,53,53,53,9,51
2013,1507300,763,720,763,113,754
2013,1504703,830,342,830,68,799
2013,1501105,346,100,346,23,229
2013,2516508,66,0,64,0,62
2013,1502806,501,407,501,94,455
2013,2515302,95,72,95,18,80
2013,1502772,290,288,290,27,284
2013,1501006,144,144,144,36,141
2013,1505494,74,74,74,10,73
2013,2613701,1513,1511,1513,208,1495
2016,1505031,601,597,601,145,579
2016,1508209,461,450,461,85,451
2016,1506302,410,344,410,92,394
2016,1506195,309,302,309,61,301
2016,5108402,1028,747,1028,157,989
2016,5103502,260,260,260,54,259
2016,1502954,183,170,183,26,174
2016,1500958,312,297,312,46,305
2016,1507102,18,14,18,5,16
2019,3141801,418,379,418,57,417
2010,1100031,108,0,108,0,108
2010,1100064,151,0,151,0,151
2010,1501907,413,0,392,0,371
2010,1503077,75,0,75,0,70
2010,1505908,634,0,634,0,588
2010,1506161,326,48,326,8,324
2010,1507508,84,0,84,0,83
2010,2508901,185,0,182,0,177
2010,5102793,122,2,122,0,121
2010,5108006,57,4,57,0,57
2021,1716109,919,919,919,143,915
2011,1500503,667,262,667,71,637
2011,1505205,574,232,574,48,509
2011,1506302,332,0,332,0,323
2011,1600535,98,25,98,6,94
2011,2512101,803,496,803,74,800
2011,2500106,31,0,31,0,31
2011,2512903,101,65,101,16,98
2011,2609501,914,881,914,138,890
2015,3203908,760,760,760,59,755
2015,5200134,154,153,154,23,152
2015,5200852,51,51,51,10,51
2015,5212006,50,37,50,6,50
2015,5211206,380,374,380,52,378
2010,3509007,2972,0,2971,0,2919
2010,3512100,59,0,59,0,59
2010,3512308,273,0,273,0,271
2010,3540200,450,0,450,0,447
2010,3519907,82,0,82,0,81
2010,3507902,245,0,245,0,243
2010,3518305,409,0,409,0,408
2010,3554805,126,0,126,0,119
2010,3544004,221,0,221,0,218
2010,3524709,460,0,460,0,459
2010,3516606,29,0,29,0,29
2010,3534302,714,0,714,0,712
2010,3535408,45,0,45,0,45
2010,5003801,263,0,263,0,263
2019,1506138,2208,2161,2208,468,2168
2019,3303906,4393,4388,4393,980,4390
2019,3170800,47,47,47,4,47
2017,5004502,140,138,140,41,140
2017,5107701,39,36,39,8,38
2017,5001243,106,106,106,39,101
2017,5106505,53,51,53,7,51
2012,3536505,753,753,753,130,746
2012,3506359,830,797,830,162,796
2012,3510807,270,0,270,0,263
2012,3516705,578,0,578,0,575
2012,3554805,181,0,181,0,176
2012,3533908,916,533,916,99,911
2012,4212106,260,128,260,29,258
2012,3541208,49,35,49,4,48
2017,2313005,62,61,62,13,62
2017,2306900,379,379,379,65,378
2017,5218300,552,538,552,73,551
2017,2915809,138,123,138,23,129
2017,2303204,15,14,15,3,13
2017,2925600,78,78,78,11,74
2017,2928307,30,29,30,2,27
2017,2303501,962,765,962,109,942
2017,2904001,115,103,115,7,108
2017,2910057,940,763,940,112,918
2017,2908507,122,97,122,24,113
2017,2311603,493,483,493,75,484
2017,2903805,52,50,52,10,49
2017,2902609,113,108,113,12,112
2017,2920809,23,22,23,6,23
2017,2929909,46,29,46,8,31
2017,2927309,42,38,42,9,41
2017,2905503,175,168,175,38,175
2017,2301505,1,0,0,0,0
2021,1400308,57,57,57,21,46
2021,1100288,1125,1093,1125,208,1098
2021,2414407,54,53,54,11,51
2021,1100114,812,812,812,149,783
2015,5000856,70,53,70,8,68
2015,5106158,26,26,26,8,25
2015,3514403,480,469,480,78,478
2015,5106372,55,55,55,10,51
2015,3505807,211,210,210,50,209
2015,5105903,117,116,117,4,116
2015,1503804,915,896,915,141,912
2015,1505700,140,134,140,39,134
2015,1502764,59,59,59,12,57
2015,2501906,73,73,73,12,73
2015,2502508,88,77,88,15,84
2015,2507101,25,9,23,0,21
2012,2906873,446,418,446,79,437
2012,2917334,64,7,64,3,61
2012,2904753,65,64,65,19,62
2012,2904803,17,15,17,3,14
2012,2927101,39,35,39,7,38
2012,2929602,241,236,241,56,240
2012,2921807,31,31,31,4,31
2012,2908507,16,15,16,7,13
2012,2925006,202,192,202,45,188
2012,2915106,72,67,72,16,70
2012,2929404,68,68,68,7,65
2012,2901304,89,81,89,13,84
2021,4203006,1357,1342,1357,151,1347
2021,4303103,1388,1388,1388,341,1355
2021,4311403,1444,1444,1444,381,1441
2021,4317301,339,338,339,47,333
2021,4308003,17,17,17,1,15
2021,4322301,70,70,70,7,70
2021,4218806,254,252,254,59,249
2021,4216701,90,90,90,19,80
2021,4209003,1346,1313,1346,233,1334
2016,2307635,43,40,43,9,42
2016,2312007,61,60,61,14,58
2016,2917359,165,165,165,3,161
2013,2607000,144,131,144,32,133
2013,2602001,169,159,169,18,168
2013,2210706,243,242,243,63,243
2013,2615409,132,131,132,24,124
2013,2610509,153,151,153,25,149
2013,2206605,31,31,31,10,29
2013,2204709,19,19,19,4,19
2013,2610400,94,90,94,17,90
2013,2208106,22,21,22,5,21
2013,3303203,5230,5163,5230,1418,5142
2013,4105300,15,15,15,3,15
2013,4108601,563,562,563,124,559
2013,4115002,80,80,80,15,79
2013,4127809,59,56,59,10,59
2013,4113759,47,46,47,9,47
2013,4127957,26,22,26,6,24
2013,4100905,21,21,21,1,21
2013,1100148,263,259,263,50,262
2015,3516408,782,776,782,326,776
2015,3516309,2322,2224,2321,593,2288
2015,3556206,1886,1745,1885,412,1860
2015,3553708,602,586,602,138,598
2015,3546306,354,349,354,88,351
2015,3535309,259,257,258,65,258
2015,3513702,278,278,278,53,278
2015,3509601,467,465,467,51,459
2015,3512001,209,209,209,33,209
2015,3511508,214,210,214,55,213
2012,4309308,256,99,256,16,252
2012,4303608,36,0,36,0,36
2012,4321907,482,437,482,95,480
2012,4313409,4477,4472,4477,1096,4457
2012,4320008,1249,1223,1249,203,1219
2012,4316105,144,142,144,52,143
2012,4315305,247,247,247,61,242
2012,4308904,173,171,173,45,172
2012,4303806,48,48,48,8,48
2012,4322301,80,80,80,15,80
2012,4210803,263,261,263,47,262
2012,4200705,124,120,124,28,124
2012,4201505,135,116,135,26,134
2012,4206900,799,799,799,108,798
2020,3201605,41,22,41,0,39
2020,2910727,2061,1986,2061,398,2007
2020,3203007,188,182,188,32,180
2020,5203302,229,224,229,28,222
2020,3100906,493,479,493,62,489
2020,2925303,3318,3318,3318,625,3267
2020,3159803,192,192,192,55,191
2020,2601904,543,516,543,55,524
2020,2210706,188,188,188,39,186
2020,2207900,302,293,302,30,299
2020,2611309,44,44,44,7,37
2020,2606606,173,163,173,24,168
2020,2207009,1161,1161,1161,176,1156
2019,5000203,217,201,217,42,215
2019,5105622,398,398,398,73,395
2019,5107040,1604,1537,1604,461,1599
2019,5006002,254,254,254,23,252
2019,5211305,45,45,45,5,45
2018,4103206,25,25,25,4,25
2018,4125357,90,90,90,20,90
2018,4117701,294,294,294,51,293
2018,4110607,137,137,137,24,137
2018,5004304,369,369,369,101,363
2016,3542206,527,527,527,108,526
2016,3530102,516,483,516,114,514
2016,3521804,144,144,143,31,143
2016,3514106,240,240,238,36,234
2016,3556800,61,61,61,5,60
2016,3111200,947,947,947,204,943
2019,3136306,859,859,859,176,857
2019,3117504,21,17,21,4,16
2019,3106507,50,44,50,3,48
2019,3169406,809,809,809,139,802
2019,3126109,769,769,769,160,768
2019,3104304,37,37,37,6,36
2019,3119401,781,780,781,119,780
2019,3118809,258,256,258,42,250
2019,3131901,649,649,649,76,645
2019,3151909,65,65,65,14,65
2019,3130507,134,134,134,16,134
2019,3202405,1410,1410,1410,214,1394
2016,3301207,255,254,255,26,249
2016,3300902,88,88,88,15,86
2016,2407807,32,27,32,10,31
2016,2406700,39,38,39,8,38
2016,2402709,24,20,24,4,23
2016,1100015,102,97,102,13,100
2016,2412203,3023,2679,3023,300,2990
2010,3137502,101,0,101,0,100
2010,3153400,32,0,32,0,32
2010,3101508,528,0,526,0,521
2010,3155504,59,0,58,0,57
2010,5003900,24,0,24,0,24
2010,3116803,175,0,175,0,175
2010,3128402,110,0,110,0,109
2010,5006408,68,0,68,0,68
2010,3151909,63,0,63,0,63
2010,3160702,524,0,523,0,519
2010,3139805,107,0,107,0,105
2018,3305000,413,396,413,23,408
2018,3305802,2496,2496,2496,386,2494
2018,3302700,922,659,922,122,901
2012,2308906,95,89,95,16,93
2012,2308351,66,65,66,10,64
2012,3201902,410,410,410,52,408
2020,4115705,418,400,418,35,410
2020,4109807,922,872,922,83,886
2020,4101705,108,106,108,26,107
2016,2913507,356,309,356,63,305
2016,2912400,167,166,167,30,167
2016,2929503,114,93,114,20,105
2016,2924306,261,261,261,39,261
2016,2925006,127,116,127,26,119
2016,2919058,42,39,42,4,37
2016,2902906,285,268,285,49,274
2016,2924652,31,30,31,6,30
2016,2930154,351,331,351,85,347
2016,2919603,80,80,80,29,80
2018,5217302,72,68,72,17,71
2018,3144300,591,577,591,117,586
2018,5209952,271,271,271,33,270
2018,5200902,34,34,34,1,34
2018,5219001,75,75,75,13,75
2018,5212808,53,53,53,6,53
2018,5212105,39,39,39,5,39
2018,5208301,54,54,54,13,52
2018,3157906,106,106,106,9,106
2018,1716208,155,154,155,21,155
2008,3306305,3697,0,3683,0,3659
2008,3300605,668,0,668,0,664
2008,2410306,78,0,78,0,76
2008,4321709,273,0,272,0,271
2008,2414100,114,0,114,0,114
2008,3301900,2350,0,2348,0,2293
2008,4314472,22,0,22,0,22
2008,4312658,208,0,207,0,207
2008,4314407,4825,0,4812,0,4718
2008,4301503,30,0,30,0,30
2008,4311304,402,0,401,0,395
2008,2506004,844,0,844,0,843
2008,2609600,5461,0,5340,0,5270
2008,3513504,1290,0,1289,0,1270
2011,2708402,236,229,236,31,233
2011,1301803,367,290,367,46,322
2011,1303502,316,307,316,65,304
2011,1302207,167,140,167,31,153
2011,2704708,89,47,89,15,87
2011,1300029,299,236,299,60,287
2011,2706604,26,26,26,4,26
2011,2704401,105,104,105,17,105
2011,2603926,89,89,89,18,87
2011,2608701,24,23,24,3,22
