ano,id_municipio_nascimento,total_observations,non_null_semana_gestacao,non_null_pre_natal_agr,gestacao_under_38,pre_natal_above_0
2013,3146008,360,318,360,58,347
2013,3136009,220,171,220,34,209
2013,3164209,61,61,61,13,60
2013,3168705,1572,1483,1572,280,1570
2013,3114501,252,187,251,41,250
2013,3162500,1634,1385,1634,332,1599
2013,3157807,687,676,687,194,682
2013,3119401,721,584,721,128,684
2013,3140001,954,793,954,162,916
2013,5003488,65,65,65,14,65
2013,5003157,313,219,313,69,278
2013,3142809,206,206,206,38,206
2013,5006259,42,42,42,2,42
2013,3152204,755,712,755,130,750
2013,3133501,51,49,51,11,49
2013,3151701,124,123,124,29,123
2013,1100015,197,195,197,13,196
2016,2614808,109,98,109,17,106
2016,2506004,103,103,103,17,102
2016,2504405,89,89,89,21,89
2016,2501500,36,35,36,7,36
2016,2512507,293,289,293,48,284
2016,2500601,17,3,17,1,16
2016,2507705,16,14,16,3,16
2016,3519071,1630,1630,1629,48,1610
2017,2602902,1041,1014,1041,122,1002
2017,2207504,60,59,60,12,57
2017,2205508,257,237,257,48,251
2017,2612505,527,522,527,78,516
2017,2602407,42,41,42,6,42
2017,2200509,153,153,153,30,153
2017,2112209,2578,2569,2578,188,2493
2017,2110906,46,34,46,8,44
2017,2605103,704,697,704,116,696
2017,2615805,112,101,112,21,111
2017,2604205,27,22,27,6,23
2017,2207603,103,101,103,16,101
2017,2201150,231,230,231,51,231
2017,1718204,1806,1768,1806,319,1794
2019,2911303,53,51,53,12,53
2019,2911204,376,305,376,36,368
2019,2916807,58,51,58,11,57
2019,2929503,220,204,220,27,209
2019,2928000,424,420,424,76,420
2019,2927705,63,63,63,10,61
2019,2933158,85,85,85,11,84
2019,2933000,76,76,76,18,76
2019,2900405,68,65,68,14,67
2019,2911907,309,309,309,61,309
2019,2930600,82,75,82,11,82
2019,2931509,96,92,96,13,96
2019,3162708,162,162,162,18,162
2019,3200904,950,950,950,88,949
2019,2919900,20,14,20,0,20
2017,1500107,2418,2292,2418,397,2378
2017,2501302,23,23,23,8,23
2017,2931905,331,323,331,50,322
2020,1301605,620,620,620,109,545
2020,1200054,91,90,91,12,84
2020,1200708,77,74,77,12,74
2012,2613305,273,257,273,36,271
2012,2608305,88,87,88,11,88
2012,2601003,43,38,43,4,42
2012,2610202,172,127,172,33,159
2012,2608503,56,32,56,8,56
2018,4315602,2882,2881,2882,658,2815
2018,4300406,1061,1061,1061,379,1050
2018,4313706,642,638,642,95,637
2018,4320107,709,708,709,145,701
2018,4320305,74,74,74,7,74
2018,4309605,195,194,195,34,195
2018,4302402,80,80,80,16,80
2018,4308607,538,538,538,90,536
2018,4219309,987,976,987,282,971
2018,4214508,67,67,67,20,67
2018,4218202,790,790,790,148,790
2018,4210506,619,619,619,133,619
2018,4210308,39,39,39,4,39
2018,4322301,74,74,74,7,74
2018,4113304,1030,1030,1030,63,1027
2018,4302303,15,13,15,2,13
2018,4121000,147,146,147,12,145
2017,2104404,214,209,214,24,210
2017,2112704,751,751,751,151,750
2017,5222005,217,217,217,25,215
2017,5200308,220,219,220,37,217
2021,1303403,2342,2342,2342,514,2341
2021,1301654,32,32,32,10,29
2022,2202703,73,71,73,15,72
2022,2616407,3856,3852,3856,659,3807
2022,2203909,2929,2928,2929,845,2923
2022,2613701,964,958,964,120,950
2022,2603454,193,192,193,22,185
2022,2208403,1493,1491,1493,266,1481
2022,2205904,42,42,42,13,42
2013,1507706,535,509,535,112,518
2013,2503209,522,502,522,63,499
2013,1505486,524,501,524,58,501
2013,2503001,108,93,108,19,105
2013,2408904,393,390,393,82,389
2013,2612505,697,661,697,108,692
2013,2408300,19,17,19,8,14
2016,5106422,580,568,580,127,574
2016,5108600,167,159,167,38,160
2016,5103205,1250,1233,1250,387,1235
2016,5104203,80,80,80,25,79
2016,5107008,214,205,214,60,210
2016,5101902,166,166,166,30,166
2016,1504406,68,65,68,24,62
2016,5107701,108,88,108,19,85
2016,5106802,27,27,27,2,27
2022,1721208,245,245,245,39,245
2019,3146008,371,351,371,61,360
2019,2506301,2975,2974,2975,397,2951
2019,5210208,613,613,613,72,613
2010,1100254,111,0,110,0,109
2010,1503507,187,0,187,0,177
2010,1506583,145,9,145,3,137
2010,1507474,103,0,103,0,100
2010,1508035,80,4,80,2,77
2010,2502805,90,0,90,0,90
2010,2503001,96,0,96,0,96
2010,2516102,23,0,23,0,23
2010,3505500,1683,0,1683,0,1670
2010,5103007,15,0,15,0,13
2010,5107925,2045,362,2045,84,2036
2010,5108402,1222,232,1221,57,1181
2011,1502608,46,20,46,3,43
2011,1503903,941,452,941,86,906
2011,1505494,116,89,116,15,116
2011,1507904,455,1,455,1,446
2011,2506806,36,30,36,7,32
2011,2614204,580,555,580,74,571
2011,2609006,299,277,299,33,291
2015,3205069,625,625,625,76,619
2015,5214838,205,204,205,24,205
2015,5205455,85,84,85,13,82
2015,5213905,42,39,42,6,41
2015,5219308,485,483,485,94,481
2015,5208301,82,77,82,16,69
2015,1505064,1509,1504,1509,176,1499
2015,2307502,330,320,330,65,329
2015,1702307,69,67,69,15,68
2015,1716505,579,569,579,93,575
2015,2928901,274,271,274,14,273
2010,3531100,441,0,440,0,423
2010,3519105,112,0,112,0,112
2010,3554409,53,0,53,0,53
2010,3542602,1731,0,1731,0,1720
2010,3507506,2854,0,2854,0,2833
2010,3549706,823,0,823,0,821
2010,3500501,355,0,355,0,353
2010,3552106,356,0,356,0,350
2010,3533502,473,0,473,0,471
2017,5106232,256,255,256,40,253
2017,5107875,416,414,416,109,408
2017,5102637,510,509,510,74,507
2017,4321808,606,606,606,84,606
2017,2928901,416,337,413,8,412
2012,3527108,1525,1514,1525,497,1518
2012,3522901,95,71,95,21,94
2012,3542404,79,0,79,0,78
2012,3535804,198,193,198,24,195
2012,3503406,45,7,45,3,45
2012,3506805,80,0,80,0,80
2012,3508603,326,198,326,32,323
2017,2906006,1077,1077,1077,178,1060
2017,2306108,73,73,73,17,70
2017,2911907,323,316,323,61,321
2017,2900801,93,60,93,16,91
2017,2306702,60,60,60,11,59
2017,2911204,500,406,500,52,486
2017,2305902,365,333,365,47,356
2017,2917003,316,310,316,69,310
2017,2311264,16,15,16,5,12
2017,2927200,414,406,414,79,408
2017,2305001,356,341,356,52,352
2017,2900405,89,81,89,23,87
2017,2907905,63,61,63,24,59
2017,2932507,46,46,46,18,45
2017,2903276,72,72,72,9,72
2017,2930154,318,307,318,61,300
2017,2932408,93,92,93,15,89
2017,2923506,36,29,36,0,36
2021,1400282,34,34,34,16,18
2021,2412500,147,143,147,18,146
2021,2400208,82,82,82,15,78
2021,2401008,186,186,186,7,184
2015,5102603,375,198,374,9,357
2015,5103254,386,367,386,51,384
2015,5107776,125,125,125,22,111
2015,5002308,138,138,138,27,135
2015,5004601,225,225,225,43,225
2015,5005004,418,415,418,69,413
2015,5000708,186,185,186,54,185
2015,5005806,15,9,15,4,13
2015,5106000,194,194,194,27,176
2015,5005608,437,428,437,115,432
2015,5003306,639,639,639,110,636
2015,4125357,118,118,118,13,118
2015,4127700,2856,2845,2856,648,2845
2015,1500800,5924,4999,5924,1145,5519
2015,1505031,695,685,695,137,643
2015,1505908,660,561,660,127,613
2015,1500958,324,314,324,63,321
2015,2500403,21,16,21,7,14
2010,3147907,1859,0,1858,0,1843
2010,3133105,208,0,208,0,208
2012,2915502,31,24,31,11,24
2012,2904902,257,159,257,31,186
2012,2922508,414,261,414,51,389
2012,2903235,61,61,61,6,59
2012,2907608,108,105,108,13,106
2012,2917300,668,582,668,131,641
2012,2919058,39,38,39,6,37
2012,2915205,88,83,88,17,84
2012,2910503,192,188,192,33,171
2012,2903607,109,106,109,34,109
2012,2922656,113,98,113,29,111
2021,4322400,1621,1621,1621,334,1610
2021,4202909,2627,2587,2593,388,2553
2021,4302105,1739,1739,1739,433,1730
2021,4302808,376,376,376,55,368
2021,4307500,425,425,425,149,423
2021,4300901,16,16,16,3,16
2021,4317905,196,196,196,29,196
2021,4313904,480,476,480,107,462
2021,4216503,375,375,375,54,372
2021,4211702,356,355,356,49,356
2021,4308102,131,131,131,30,131
2021,4306403,229,229,229,34,229
2016,2307502,321,314,321,61,321
2016,2311900,19,19,19,6,19
2016,2400901,26,26,26,6,25
2013,2605004,130,124,130,14,124
2013,2605301,134,129,134,28,127
2013,2601805,61,59,61,16,56
2013,2612455,79,76,79,13,79
2013,2612406,137,121,137,20,134
2013,2609204,21,21,21,10,21
2013,4127205,186,183,186,28,184
2013,4115705,370,0,366,0,354
2013,4113007,34,33,34,4,34
2013,4121703,416,411,416,75,415
2013,4117909,426,424,426,66,425
2013,4104600,166,166,166,10,166
2013,4119301,461,461,461,100,459
2013,4113908,95,91,95,11,95
2015,3523404,1535,1529,1535,338,1535
2015,3552205,12123,12093,12123,2674,12088
2015,3505302,358,355,357,42,354
2015,3526704,1124,1112,1124,205,1119
2015,3527306,389,389,389,45,389
2015,3506359,836,831,836,153,814
2015,3532405,74,73,74,14,72
2015,3539509,292,286,292,58,289
2015,3518305,375,373,375,71,369
2015,3503802,307,276,307,48,293
2015,3554409,31,31,31,2,31
2015,3526209,27,24,25,12,23
2012,4303509,1200,999,1200,165,1183
2012,4300646,41,10,41,5,41
2012,4311304,401,247,401,60,376
2012,4305405,56,19,56,2,55
2012,4213708,24,1,24,1,24
2012,4200408,28,0,28,0,28
2012,4217303,133,88,133,16,133
2012,4218202,694,693,694,127,693
2012,4313201,168,167,168,34,168
2012,4319802,36,36,36,7,36
2012,4315503,58,58,58,12,58
2012,4320909,371,371,371,63,369
2012,4312658,262,262,262,60,260
2012,4321451,471,471,471,95,471
2012,4311403,1163,1156,1163,298,1149
2012,4200200,100,84,100,14,100
2012,4211306,738,738,738,136,729
2020,5218508,699,699,699,152,699
2020,5202353,23,23,23,0,23
2020,5215207,21,21,21,2,21
2020,5213707,39,39,39,0,39
2020,5205497,27,24,27,4,24
2020,3171303,1577,1574,1577,359,1561
2020,3131802,170,168,170,16,169
2020,2603454,1577,1575,1577,169,1557
2020,2208502,49,47,49,9,49
2020,2204402,32,32,32,0,32
2020,2203503,19,18,19,10,16
2019,5107859,166,166,166,21,164
2019,5107776,62,60,62,14,59
2019,5001904,380,378,380,72,378
2019,5100607,160,159,160,18,157
2019,5002605,97,89,97,14,96
2019,5000708,196,195,196,31,196
2019,5106802,45,44,45,0,45
2018,4107652,45,42,45,10,43
2018,4107207,465,463,465,46,462
2018,4119400,23,23,23,8,23
2018,4111407,115,110,115,16,115
2018,4116901,165,165,165,26,164
2018,4117909,534,526,534,116,533
2018,4112108,77,77,77,22,76
2016,3543303,1065,1065,1063,327,1055
2016,3517406,407,407,405,99,403
2016,3520442,417,413,416,69,415
2016,3535200,34,28,34,2,34
2016,3508405,426,426,426,70,420
2016,3552809,5804,5804,5801,1117,5700
2016,3538907,94,93,94,17,85
2016,3515202,51,51,51,5,51
2016,3555109,152,150,152,22,148
2016,3533007,162,161,162,69,161
2016,3537404,180,169,169,22,165
2016,3502507,647,643,647,93,637
2016,3529708,194,194,193,49,192
2016,3519303,309,309,309,23,309
2016,3138203,1968,1968,1968,413,1957
2016,3512704,1,1,0,0,0
2019,3141504,23,22,23,4,23
2019,3203601,16,14,16,4,16
2016,3302700,672,488,672,109,654
2016,3303401,2355,2351,2355,462,2348
2016,3302601,169,162,169,18,167
2016,1400472,672,672,672,134,666
2017,5212956,31,28,31,5,29
2017,5221403,952,952,952,39,949
2010,3167103,397,0,397,0,396
2010,3109907,28,0,28,0,27
2010,3167400,114,0,114,0,114
2010,3136405,31,0,31,0,31
2010,3143906,1551,0,1546,0,1539
2010,3109402,289,0,287,0,285
2010,3133006,162,0,162,0,162
2010,3110905,136,0,136,0,136
2010,3137809,258,0,258,0,257
2010,3111606,331,0,331,0,329
2018,3305703,178,133,178,15,174
2018,3302908,637,634,637,130,624
2018,3305158,100,100,100,23,98
2012,2312205,441,413,441,73,441
2012,2301851,62,62,62,17,61
2012,2309805,39,39,39,4,39
2012,2308609,114,113,114,18,111
2012,2312007,188,187,188,40,187
2012,2307502,275,273,275,47,251
2012,2313757,25,22,25,5,24
2012,2308203,20,20,20,7,19
2020,4121901,228,227,228,28,226
2020,4104428,204,204,204,14,202
2020,4121000,16,15,16,2,16
2016,2909802,1157,1148,1157,201,1147
2016,2914653,371,366,371,65,368
2016,2915304,30,28,30,9,28
2016,2900801,92,61,92,11,86
2016,2920007,31,30,31,5,30
2016,2933158,79,78,79,11,79
2016,2926400,291,283,291,39,283
2016,2909604,164,155,164,21,160
2016,2901106,53,39,53,2,38
2016,2907905,95,91,95,21,94
2016,2907103,295,287,295,45,277
2016,2914109,93,93,93,10,93
2016,2925709,30,29,30,4,30
2018,3103504,1640,1640,1640,274,1637
2018,5213905,67,63,67,11,55
2018,5217203,89,89,89,5,89
2018,5204250,25,25,25,4,24
2008,3302056,343,0,342,0,342
2008,3303708,299,0,299,0,290
2008,3304904,10613,0,10606,0,10500
2008,3304144,2328,0,2328,0,2322
2008,3300803,580,0,580,0,570
2008,1100080,294,0,289,0,285
2008,3300209,1393,0,1393,0,1367
2008,4310603,512,0,510,0,505
2008,4320206,190,0,189,0,189
2008,4317608,172,0,172,0,170
2008,4303905,931,0,926,0,917
2008,3304110,159,0,159,0,159
2008,3300704,3576,0,3576,0,3550
2008,3300902,130,0,130,0,130
2008,4304200,333,0,332,0,330
2008,4306106,1008,0,1006,0,995
2008,4312104,55,0,54,0,53
2008,4302204,69,0,69,0,69
2008,4308607,248,0,246,0,242
2008,3301009,8322,0,8315,0,8179
2008,2405801,1028,0,1026,0,1006
2008,2407807,265,0,257,0,251
2008,2504306,822,0,822,0,819
2008,2603454,1494,0,1492,0,1468
2008,3204807,176,0,176,0,171
2012,1716703,66,62,66,14,64
2012,1708205,15,11,15,7,14
2011,1300201,315,292,315,59,311
2011,2708808,89,37,89,6,89
2011,2708303,111,103,111,17,102
2011,2207009,952,904,952,148,931
2011,2603207,230,212,230,37,224
2011,2613107,227,199,227,27,226
2011,2208809,173,167,173,34,173
2011,2611804,273,240,273,24,254
2011,2605905,103,78,103,20,89
2011,2202307,344,330,344,56,339
2011,2604304,70,69,70,5,70
2011,2615201,18,18,18,1,18
2019,1500701,723,722,723,90,723
2019,1507904,499,499,499,123,499
2019,1504505,435,435,435,80,434
2019,1505700,141,134,141,36,139
2019,1501006,33,33,33,13,30
2019,1503200,127,127,127,23,127
2016,1710508,57,55,57,18,57
2016,1720903,148,148,148,26,146
2009,2901205,90,0,89,0,82
2009,2305803,847,0,846,0,839
2009,2929503,362,0,362,0,354
2009,2926004,1205,0,1200,0,1190
2009,2928307,33,0,33,0,32
2009,2307809,412,0,412,0,412
2009,2903607,101,0,101,0,100
2009,2907103,430,0,430,0,422
2009,2301505,33,0,33,0,33
2009,2919900,61,0,61,0,60
2009,2919058,38,0,38,0,37
2009,2909307,415,0,415,0,411
2009,2923357,74,0,74,0,71
2009,2308807,42,0,42,0,41
2009,2201101,107,0,107,0,105
2009,3133303,531,0,531,0,521
2009,2203206,348,0,348,0,348
2009,2501500,224,0,224,0,224
2009,3534401,10024,0,10017,0,9899
2009,2615607,800,0,794,0,791
2009,5218508,389,0,389,0,385
2009,5200852,21,0,21,0,21
2009,2107100,301,0,300,0,296
2009,5211008,69,0,69,0,68
2009,5202502,34,0,34,0,34
2009,5208608,985,0,985,0,975
2009,5211305,78,0,78,0,78
2009,2211209,620,0,620,0,610
2009,2102507,157,0,154,0,142
2009,1715754,87,0,82,0,80
2009,3511102,2733,0,2722,0,2713
2009,2101905,223,0,222,0,218
2009,5219001,78,0,77,0,77
2009,5212006,19,0,19,0,19
2009,1716109,1443,0,1442,0,1436
2009,2408102,18370,0,18273,0,17932
2009,2109809,163,0,163,0,157
2009,3134202,1210,0,1206,0,1198
2015,2904902,291,223,291,30,246
2015,2916856,51,50,51,7,51
2015,2927101,51,50,51,8,51
2015,2913101,198,198,198,39,187
2015,2910107,16,15,16,4,10
2015,2929909,398,353,398,59,378
2015,2909109,134,130,133,9,133
2015,2911501,15,14,15,0,13
2015,2925709,17,16,17,2,16
2015,2932705,20,5,20,2,6
2020,2922607,15,15,15,3,14
2020,2920205,101,101,101,24,99
2020,2929255,91,91,91,17,91
2020,2912400,259,257,259,73,259
2020,2308609,40,39,40,8,37
2020,2921203,441,426,441,78,430
2020,2922904,115,113,115,25,113
2020,2923407,144,143,144,23,141
2020,2930402,20,18,20,1,19
2020,2310258,119,116,119,23,114
2020,2306306,538,537,538,66,538
2020,2925253,156,154,156,35,156
2020,2925006,134,126,134,16,133
2020,2901106,24,24,24,4,22
2020,2905503,228,227,228,53,226
2020,2914000,618,596,618,104,609
2022,1500404,1060,1054,1060,218,1042
2022,2507507,16490,16382,16490,3867,15645
2022,1500909,166,162,166,27,164
2022,1505064,1327,1327,1327,224,1323
2022,1505494,36,31,36,7,30
2022,1506195,433,426,433,88,427
2022,2511301,192,189,192,21,189
2022,2516607,20,20,20,5,20
2022,1501725,270,270,270,37,269
2019,3305703,160,149,160,27,159
2019,2409308,73,73,73,10,73
2019,2408300,48,41,48,15,41
2019,2404002,27,27,27,5,27
2022,4209102,9543,9543,9543,2181,9487
2022,2801306,66,64,66,13,66
2022,4204202,4923,4919,4923,1201,4891
2022,4317103,860,860,860,194,838
2022,4308508,388,388,388,98,388
2022,4318309,628,623,628,98,619
2022,4307807,812,812,812,257,810
2022,4213807,46,46,46,3,46
2022,4203501,173,173,173,29,172
2022,4202107,23,23,23,4,21
2010,4304606,3058,0,3058,0,2919
2010,4322806,267,0,267,0,265
2010,4321907,407,0,407,0,405
2010,4320008,1169,0,1169,0,1146
2010,4204202,3174,47,3174,7,3161
2010,4301305,131,0,130,0,126
2010,4313201,166,0,166,0,166
2010,4302352,91,0,91,0,91
2010,4216305,306,0,306,0,306
2010,4318804,548,0,548,0,545
2010,4320263,82,0,81,0,81
2010,4313102,140,0,139,0,139
2010,4320404,150,0,150,0,150
2010,4216503,318,0,318,0,316
2010,4319000,187,0,187,0,184
2010,4311205,222,7,222,2,219
2019,5212303,55,55,55,6,54
2019,5215207,31,31,31,0,31
2019,5215900,35,35,35,0,35
2019,5220454,1467,1467,1467,260,1462
2009,2605608,45,0,45,0,44
2009,2612455,146,0,146,0,144
2009,1502764,55,0,55,0,55
2009,1507300,756,0,754,0,739
2009,2205508,330,0,329,0,326
2009,2202752,39,0,39,0,39
2009,2612307,146,0,146,0,143
2009,2405603,45,0,45,0,44
2009,2616100,38,0,38,0,38
2009,1506302,299,0,299,0,295
2009,1503101,564,0,564,0,454
2009,2203305,39,0,39,0,38
2009,1501451,45,0,45,0,41
2009,2414100,132,0,127,0,126
2009,1702208,256,0,255,0,254
2009,1501758,86,0,86,0,86
2009,1506195,402,0,401,0,397
2009,5105101,606,0,606,0,601
2009,2201606,26,0,25,0,25
2009,2512002,27,0,26,0,26
2010,2402204,296,0,295,0,288
2010,3300258,196,0,196,0,194
2010,2401800,21,0,21,0,21
2015,4111258,296,296,296,46,293
2015,4118709,110,110,110,15,110
2015,4120358,204,197,204,35,203
2015,4120200,21,20,21,0,21
2018,1700707,17,17,17,3,16
2018,3130903,328,328,328,55,328
2018,3169703,242,219,242,38,237
2018,3156809,117,91,117,18,116
2018,3117108,81,81,81,6,81
2018,5002803,72,72,72,24,68
2018,5001102,1178,1178,1178,132,1162
2018,3128303,180,176,180,39,178
2011,3504503,1570,176,1570,26,1555
2011,3510708,64,0,64,0,64
2011,3513900,198,0,198,0,196
2011,3516309,2067,0,2067,0,2039
2015,2313005,93,92,93,20,92
2015,2302206,255,250,255,45,251
2015,2305233,866,846,866,121,853
2022,3136702,7570,7567,7570,1720,7469
2022,3139508,87,87,87,23,86
2022,3151206,1796,1794,1796,332,1790
2022,3105905,273,264,273,41,270
2022,3109006,170,161,170,30,167
2022,3112307,641,640,641,93,632
2022,3145307,190,186,190,29,186
2022,3162104,799,793,799,130,794
2022,3135803,218,213,218,52,215
2022,3165305,62,59,62,10,60
2022,3129509,147,143,147,27,146
2022,3133006,134,134,134,28,134
2022,2103307,1246,1246,1246,235,1226
2022,2102705,61,61,61,21,61
2022,5211008,25,22,25,6,22
2022,5214101,57,56,57,7,57
2022,5220686,21,20,21,9,19
2022,5222005,181,181,181,23,180
2022,2104107,72,68,72,8,72
2022,2110609,208,207,208,35,208
2022,2106102,27,27,27,6,27
2022,2110278,52,48,52,7,51
2022,5204409,159,158,159,10,158
2022,2407203,53,52,53,7,53
2022,1100023,2268,2268,2268,458,2265
2022,2400109,35,35,35,7,35
2022,3305307,56,55,56,5,54
2019,4318705,1774,1757,1774,429,1719
2019,4303905,545,545,545,73,543
2019,4318606,18,18,18,6,18
2019,4303707,33,33,33,3,33
2019,4304630,1160,1159,1160,189,1149
2019,4211504,190,166,190,15,182
2019,4208401,263,262,263,44,259
2019,4308102,90,90,90,14,90
2021,4125506,2895,2880,2895,781,2860
2021,2200509,132,132,132,5,129
2021,2210805,48,47,48,11,47
2021,4106803,92,88,92,14,88
2021,4114401,144,144,144,31,144
2021,4103909,109,108,109,20,106
2021,4117305,22,19,22,11,21
2021,4113502,506,478,451,8,449
2009,4313607,49,0,49,0,49
2009,4212601,51,0,51,0,50
2009,4307005,1542,0,1542,0,1531
2009,4319158,81,0,81,0,81
2009,4316709,80,0,79,0,79
2009,4211900,104,0,97,0,97
2009,4308102,124,0,124,0,124
2009,4316600,188,0,188,0,187
2009,1400050,323,0,321,0,281
2009,1400704,170,0,170,0,156
2009,2401800,41,0,41,0,41
2009,4216008,206,0,206,0,206
2009,4217808,168,0,164,0,164
2009,2410207,18,0,18,0,18
2009,4108403,1716,0,1716,0,1708
2009,4201505,132,0,130,0,130
2009,4300901,42,0,42,0,42
2009,4310900,15,0,15,0,15
2009,4314407,5027,0,4950,0,4852
2009,4315206,15,0,15,0,15
2009,1100031,128,0,126,0,126
2009,4305871,1,0,0,0,0
2021,3142007,60,60,60,8,59
2021,3100906,594,565,594,76,589
2021,3118809,279,278,279,40,274
2021,3159605,436,426,436,86,420
2021,5001102,838,838,838,113,827
2021,3101706,888,867,888,152,878
2021,3156601,64,64,64,7,64
2021,3105103,188,187,188,32,182
2021,3133501,55,55,55,1,55
2021,3118007,528,527,528,82,522
2021,3155504,15,15,15,3,15
2021,3107109,442,442,442,91,440
2021,3112604,93,93,93,9,93
2022,2906501,407,386,407,37,395
2022,2912400,194,194,194,32,194
2022,2302800,1156,1057,1156,192,1149
2022,2925303,3233,3218,3233,727,3184
2022,2305308,151,145,151,19,148
2022,2930774,103,103,103,22,100
2022,2305209,65,64,65,20,65
2022,2933000,62,59,62,14,62
2022,2907707,38,33,38,5,36
2022,2303006,26,22,26,11,26
2022,2902609,67,62,67,18,64
2022,2920106,57,56,57,15,56
2011,2301604,76,7,76,1,76
2011,2313500,347,311,347,73,337
2011,2307502,314,165,314,18,306
2011,2309458,65,0,65,0,65
2011,2310852,50,18,50,1,46
2015,3518909,1,1,0,0,0
2008,1502855,156,0,156,0,144
2008,2210508,113,0,113,0,112
2008,2613701,783,0,783,0,767
2008,2608701,105,0,104,0,100
2008,1501451,80,0,80,0,80
2008,2613008,496,0,496,0,486
2008,2607703,276,0,276,0,274
2008,1506161,339,0,339,0,338
2008,2611200,42,0,42,0,41
2008,1504422,2428,0,2428,0,2364
2008,1506104,79,0,78,0,78
2008,2900207,157,0,157,0,152
2008,2610608,601,0,601,0,593
